account_id,industry,country,referral_source,plan_tier,seats,is_trial,target_churn,plan_tier_sub,seats_sub,mrr_amount,arr_amount,is_trial_sub,upgrade_flag,downgrade_flag,churn_flag_sub,billing_frequency,auto_renew_flag,usage_count_avg,usage_duration_secs,error_count,usage_trend,ticket_count,resolution_time_hours,satisfaction_score,escalation_flag
A-fce879,EdTech,UK,partner,Pro,10,True,True,Basic,21,399,4788,False,False,False,False,annual,True,8.666666666666666,8974.0,2.0,0.0,2.0,28.0,4.0,0.0
A-b07b56,DevTools,US,event,Pro,25,False,True,Basic,25,0,0,True,False,False,False,annual,True,7.0,2401.0,3.0,0.0,4.0,31.25,3.7359574468085106,0.0
A-6da850,FinTech,IN,organic,Pro,5,False,False,Basic,6,114,1368,False,False,False,True,annual,True,10.0,8021.0,2.0,0.0,5.0,49.0,3.9850212765957442,0.0
A-342303,EdTech,US,other,Pro,1,True,False,Enterprise,10,0,0,True,False,False,False,annual,True,8.833333333333334,8571.0,1.0,0.0,3.0,29.333333333333332,4.3270921985815605,0.0
A-e7a1e2,Cybersecurity,US,event,Enterprise,3,False,False,Enterprise,44,8756,105072,False,False,False,False,annual,True,11.666666666666666,8045.0,0.0,0.0,1.0,45.0,4.0,0.0
A-f1f639,EdTech,US,ads,Basic,2,False,False,Enterprise,9,1791,21492,False,False,False,False,monthly,True,11.0,16264.0,8.0,0.0,7.0,20.0,4.566079027355623,0.0
A-a865bd,Cybersecurity,US,organic,Pro,38,False,False,Pro,56,2744,32928,False,False,False,False,monthly,False,10.333333333333334,16314.0,3.0,0.0,2.0,31.5,3.4906382978723407,0.0
A-4e631b,FinTech,US,other,Enterprise,22,False,False,Basic,22,418,5016,False,False,False,False,annual,True,10.333333333333334,13059.0,1.0,0.0,2.0,24.5,3.9906382978723407,0.0
A-7f6b86,HealthTech,US,partner,Basic,45,True,True,Basic,45,855,10260,False,False,False,False,annual,True,11.5,30121.0,0.0,0.8,7.0,40.42857142857143,3.8464437689969606,0.0
A-8adedc,EdTech,US,event,Basic,4,True,True,Pro,68,3332,39984,False,False,False,False,annual,True,9.5,5387.0,0.0,0.0,4.0,49.25,3.985957446808511,0.0
A-2edab2,HealthTech,US,event,Enterprise,17,False,False,Pro,17,833,9996,False,False,False,False,monthly,True,10.2,10033.0,2.0,0.0,4.0,30.0,3.7359574468085106,0.0
A-149a69,DevTools,US,event,Basic,34,False,False,Basic,34,646,7752,False,False,False,False,monthly,True,10.8,16473.0,5.0,0.0,8.0,33.875,4.1179787234042555,0.0
A-a6d261,FinTech,CA,other,Pro,9,False,False,Basic,13,247,2964,False,True,False,False,annual,True,12.75,20107.0,1.0,0.0,4.0,40.0,4.49531914893617,1.0
A-443f6f,Cybersecurity,US,organic,Basic,19,False,False,Pro,19,931,11172,False,False,False,False,monthly,True,8.666666666666666,8486.0,0.0,0.0,4.0,28.0,4.49531914893617,0.0
A-202b67,HealthTech,US,organic,Pro,11,False,False,Enterprise,29,5771,69252,False,False,False,False,monthly,True,0.0,0.0,0.0,0.0,4.0,36.75,4.49531914893617,0.0
A-00bed1,Cybersecurity,US,ads,Basic,28,True,False,Enterprise,28,5572,66864,False,False,False,False,annual,False,8.0,4272.0,3.0,0.0,4.0,31.75,3.9859574468085106,0.0
A-ffc04f,EdTech,US,ads,Pro,13,False,False,Basic,13,247,2964,False,False,False,False,monthly,True,9.833333333333334,17018.0,9.0,0.7384615384615384,7.0,17.714285714285715,4.277689969604864,1.0
A-65c341,FinTech,US,ads,Pro,11,True,False,Pro,39,1911,22932,False,False,False,True,monthly,True,10.666666666666666,9334.0,0.0,0.0,5.0,41.4,3.985021276595745,0.0
A-dcc2f0,FinTech,UK,organic,Basic,15,False,False,Basic,32,608,7296,False,False,False,False,annual,False,10.333333333333334,18274.0,2.0,0.7941176470588235,2.0,27.0,3.981276595744681,0.0
A-ced9aa,DevTools,US,other,Enterprise,3,False,False,Pro,3,147,1764,False,False,False,False,annual,True,8.5,9245.0,5.0,0.0,7.0,28.857142857142858,3.8410942249240123,0.0
A-3d957b,HealthTech,UK,other,Pro,14,False,False,Enterprise,14,2786,33432,False,False,False,False,annual,False,7.333333333333333,6610.0,2.0,0.0,3.0,41.333333333333336,3.654184397163121,0.0
A-89ee83,Cybersecurity,US,organic,Pro,1,False,True,Enterprise,18,3582,42984,False,False,False,False,monthly,True,9.0,6055.0,1.0,0.0,5.0,21.8,3.9925106382978726,1.0
A-883b7d,Cybersecurity,IN,other,Basic,17,False,False,Enterprise,50,9950,119400,False,False,False,False,annual,True,9.285714285714286,19757.0,4.0,0.0,7.0,25.571428571428573,3.708936170212766,1.0
A-dcc3f1,HealthTech,US,event,Pro,21,False,False,Basic,21,399,4788,False,False,False,False,annual,False,11.5,11380.0,4.0,0.0,9.0,35.666666666666664,3.880567375886525,0.0
A-c62e55,EdTech,US,partner,Basic,1,True,False,Pro,14,686,8232,False,False,False,False,annual,True,10.666666666666666,6285.0,2.0,0.0,4.0,27.5,3.9953191489361704,0.0
A-e4144b,EdTech,UK,other,Pro,41,False,False,Enterprise,41,8159,97908,False,False,False,False,annual,True,8.25,7866.0,1.0,0.6486486486486487,3.0,57.0,3.993758865248227,0.0
A-e40f45,HealthTech,US,organic,Pro,21,False,False,Basic,21,399,4788,False,False,False,True,monthly,False,7.7272727272727275,27270.0,6.0,0.0,7.0,26.714285714285715,4.132158054711247,0.0
A-96215d,FinTech,US,event,Enterprise,10,False,False,Pro,10,490,5880,False,False,False,False,annual,False,9.0,19643.0,4.0,0.9,1.0,25.0,3.0,0.0
A-2b9d3e,EdTech,US,partner,Enterprise,1,False,False,Enterprise,2,398,4776,False,False,False,False,monthly,True,9.833333333333334,17000.0,3.0,0.0,3.0,34.666666666666664,4.320851063829788,0.0
A-b7724f,HealthTech,UK,organic,Basic,1,False,False,Basic,29,551,6612,False,False,False,False,monthly,True,12.5,27019.0,1.0,0.7407407407407407,3.0,28.666666666666668,3.3270921985815605,0.0
A-310452,DevTools,FR,other,Enterprise,9,False,False,Basic,9,171,2052,False,False,False,False,annual,True,11.833333333333334,14677.0,0.0,0.0,5.0,34.2,3.6,0.0
A-eb1312,FinTech,US,partner,Pro,25,False,False,Basic,25,475,5700,False,False,False,False,annual,True,9.666666666666666,13901.0,5.0,0.84375,1.0,68.0,5.0,0.0
A-df1e44,Cybersecurity,UK,organic,Enterprise,12,False,False,Pro,12,588,7056,False,False,False,False,monthly,True,8.25,10416.0,1.0,0.0,2.0,53.0,4.490638297872341,0.0
A-6a7c9d,Cybersecurity,US,organic,Enterprise,26,False,True,Pro,26,1274,15288,False,False,False,False,annual,True,11.0,11072.0,2.0,0.0,3.0,34.333333333333336,3.993758865248227,0.0
A-cbd1a3,DevTools,US,other,Basic,6,False,True,Basic,20,380,4560,False,False,False,False,annual,True,9.8,8843.0,2.0,0.0,4.0,34.5,3.9906382978723407,0.0
A-a8d89d,EdTech,US,ads,Pro,13,False,False,Basic,17,323,3876,False,False,False,False,annual,True,13.0,4355.0,0.0,0.0,2.0,44.5,4.490638297872341,0.0
A-600734,DevTools,US,organic,Pro,29,True,True,Pro,36,1764,21168,False,False,False,False,monthly,True,10.333333333333334,13600.0,1.0,0.7058823529411764,7.0,52.57142857142857,3.8464437689969606,1.0
A-86fc1d,DevTools,UK,partner,Basic,26,False,False,Basic,26,0,0,True,False,False,False,monthly,True,12.5,7547.0,0.0,0.0,5.0,27.0,3.988765957446809,0.0
A-78f02b,HealthTech,US,event,Enterprise,11,False,False,Pro,11,539,6468,False,True,False,False,annual,True,9.0,8961.0,9.0,0.0,4.0,45.75,3.9953191489361704,0.0
A-acb7f7,EdTech,US,ads,Basic,32,False,False,Basic,32,608,7296,False,False,False,False,annual,True,9.833333333333334,20258.0,2.0,0.923076923076923,3.0,41.0,3.660425531914894,0.0
A-712f1c,DevTools,US,ads,Basic,17,False,True,Pro,17,833,9996,False,False,False,False,annual,True,9.0,19625.0,1.0,1.2,6.0,41.666666666666664,3.993758865248227,0.0
A-3793ee,Cybersecurity,CA,organic,Enterprise,49,True,False,Enterprise,49,9751,117012,False,False,False,False,monthly,False,6.0,5716.0,0.0,0.0,4.0,43.75,3.9859574468085106,0.0
A-9a532a,HealthTech,US,partner,Enterprise,11,False,False,Enterprise,11,2189,26268,False,False,False,False,monthly,True,11.1,48557.0,5.0,0.0,2.0,57.5,3.981276595744681,0.0
A-2ebb4b,HealthTech,US,ads,Basic,41,False,False,Pro,41,2009,24108,False,False,False,False,monthly,True,10.625,17456.0,6.0,1.3763440860215055,2.0,43.5,3.0,0.0
A-6843f2,HealthTech,CA,ads,Enterprise,21,False,False,Pro,21,1029,12348,False,False,False,False,annual,True,9.0,3951.0,0.0,0.0,2.0,36.5,3.0,0.0
A-c9bb3e,EdTech,US,ads,Pro,5,False,False,Basic,10,190,2280,False,False,False,False,monthly,True,9.0,3996.0,1.0,0.0,7.0,27.714285714285715,4.137507598784195,1.0
A-4814a3,Cybersecurity,IN,event,Basic,87,False,True,Pro,87,4263,51156,False,False,False,False,monthly,True,11.5,12688.0,0.0,1.12,4.0,18.75,3.9859574468085106,1.0
A-b7b7b7,FinTech,US,event,Basic,24,False,True,Pro,24,1176,14112,False,False,False,False,annual,True,10.75,10961.0,4.0,0.0,3.0,17.0,4.6604255319148935,0.0
A-ccc747,HealthTech,FR,event,Pro,16,False,True,Basic,16,304,3648,False,False,False,False,annual,True,9.625,23337.0,6.0,0.0,4.0,32.25,4.235957446808511,1.0
A-bb3bd4,HealthTech,US,ads,Basic,23,False,False,Basic,23,437,5244,False,False,False,False,annual,True,10.6,22589.0,0.0,1.206896551724138,11.0,32.72727272727273,4.0841005802707935,0.0
A-09316c,FinTech,AU,organic,Enterprise,70,False,False,Enterprise,70,13930,167160,False,False,False,False,annual,True,11.0,10730.0,2.0,0.0,4.0,54.75,3.75,1.0
A-96bbc6,Cybersecurity,US,organic,Enterprise,39,False,False,Basic,39,741,8892,False,False,True,False,monthly,True,10.714285714285714,21142.0,2.0,0.0,3.0,51.333333333333336,3.3333333333333335,0.0
A-bc4d48,EdTech,US,ads,Pro,35,True,False,Basic,35,665,7980,False,False,False,False,annual,True,9.833333333333334,14571.0,0.0,0.923076923076923,6.0,41.166666666666664,4.16354609929078,1.0
A-b30291,HealthTech,US,event,Basic,5,True,True,Pro,5,245,2940,False,False,False,False,annual,True,12.75,29906.0,1.0,0.9454545454545454,1.0,16.0,3.981276595744681,0.0
A-cdf020,DevTools,AU,organic,Pro,23,False,False,Pro,44,2156,25872,False,False,False,False,monthly,True,12.0,10332.0,0.0,0.0,4.0,29.5,3.9953191489361704,0.0
A-e6afc1,DevTools,US,ads,Pro,1,False,False,Pro,9,0,0,True,False,False,False,monthly,False,9.25,38765.0,8.0,0.0,0.0,35.861,3.981276595744681,0.0
A-e3bd71,Cybersecurity,US,partner,Basic,31,False,False,Pro,31,1519,18228,False,False,False,False,annual,False,11.333333333333334,10270.0,1.0,0.0,4.0,30.25,3.9906382978723407,0.0
A-b179bf,Cybersecurity,IN,ads,Basic,43,False,False,Pro,43,0,0,True,False,False,False,annual,True,10.0,32495.0,4.0,0.0,6.0,24.666666666666668,3.9843971631205672,0.0
A-098560,DevTools,UK,ads,Enterprise,1,False,True,Enterprise,4,796,9552,False,False,False,False,monthly,True,15.0,11520.0,4.0,0.0,2.0,28.0,3.0,1.0
A-82861f,DevTools,UK,organic,Basic,41,False,False,Enterprise,41,8159,97908,False,False,False,False,annual,False,9.333333333333334,15715.0,6.0,1.064516129032258,5.0,24.4,3.2,0.0
A-94c3cd,FinTech,CA,other,Enterprise,32,False,False,Enterprise,32,6368,76416,False,False,False,False,monthly,True,10.0,16098.0,0.0,0.0,4.0,44.75,3.7406382978723407,1.0
A-a33200,HealthTech,US,partner,Basic,29,False,False,Basic,29,551,6612,False,False,False,False,monthly,True,10.2,19212.0,0.0,0.0,3.0,36.333333333333336,4.3270921985815605,0.0
A-034368,EdTech,US,event,Enterprise,19,False,False,Enterprise,23,4577,54924,False,False,False,False,monthly,True,8.875,22013.0,8.0,0.7088607594936709,5.0,41.2,3.988765957446809,0.0
A-b54c01,DevTools,US,event,Enterprise,29,False,False,Basic,29,551,6612,False,False,False,False,annual,False,9.857142857142858,20351.0,6.0,0.0,5.0,42.6,3.588765957446809,0.0
A-d82ef9,EdTech,UK,other,Basic,26,False,True,Basic,26,494,5928,False,False,False,False,monthly,True,8.0,3672.0,9.0,0.0,5.0,39.8,4.1962553191489365,1.0
A-bb2f49,Cybersecurity,US,other,Pro,8,False,False,Pro,28,1372,16464,False,False,False,False,monthly,False,10.571428571428571,19334.0,5.0,0.0,3.0,22.333333333333332,3.993758865248227,0.0
A-1f559b,HealthTech,US,organic,Enterprise,5,True,True,Basic,10,190,2280,False,False,False,False,annual,False,11.4,22513.0,6.0,0.0,5.0,50.4,4.2,0.0
A-5a215a,EdTech,FR,other,Enterprise,87,False,False,Pro,87,4263,51156,False,False,False,False,annual,True,11.333333333333334,11626.0,4.0,0.0,4.0,29.5,3.9953191489361704,0.0
A-3f9cc0,HealthTech,US,event,Basic,22,False,False,Enterprise,30,5970,71640,False,False,False,False,monthly,True,10.7,38612.0,4.0,0.0,5.0,34.8,4.188765957446809,1.0
A-f9cc74,DevTools,FR,partner,Enterprise,30,True,False,Pro,30,0,0,True,False,False,False,monthly,True,9.166666666666666,17292.0,1.0,0.0,6.0,49.833333333333336,3.9968794326241137,0.0
A-ed510f,Cybersecurity,IN,partner,Basic,42,False,False,Pro,42,2058,24696,False,False,False,False,monthly,True,9.0,11285.0,0.0,0.0,9.0,44.55555555555556,3.989598108747045,0.0
A-5c9849,EdTech,IN,partner,Basic,19,False,False,Pro,19,931,11172,False,True,False,False,monthly,False,10.857142857142858,24734.0,11.0,0.0,4.0,59.5,3.981276595744681,1.0
A-a7bd4b,Cybersecurity,US,ads,Enterprise,5,False,False,Basic,18,342,4104,False,False,False,False,monthly,True,12.0,9362.0,2.0,0.0,6.0,36.833333333333336,3.493758865248227,0.0
A-d4ac0e,DevTools,UK,ads,Basic,18,False,False,Pro,18,882,10584,False,False,False,False,monthly,True,8.6,16083.0,5.0,0.0,4.0,21.0,3.7406382978723407,0.0
A-ffdfd5,EdTech,US,organic,Basic,3,False,True,Pro,3,147,1764,False,False,False,True,monthly,True,9.857142857142858,19803.0,6.0,0.0,0.0,35.861,3.981276595744681,0.0
A-0dbdc6,Cybersecurity,DE,other,Pro,30,False,True,Pro,47,2303,27636,False,False,False,False,annual,True,11.181818181818182,41026.0,5.0,0.0,4.0,47.0,4.235957446808511,0.0
A-7cfe77,DevTools,US,ads,Pro,69,False,False,Basic,69,1311,15732,False,False,False,False,annual,True,11.25,14524.0,2.0,0.0,7.0,30.714285714285715,3.706261398176292,0.0
A-1f0636,EdTech,AU,partner,Pro,105,False,False,Enterprise,105,20895,250740,False,False,False,False,annual,False,11.0,40357.0,2.0,0.9166666666666666,2.0,38.5,3.5,0.0
A-40de06,Cybersecurity,US,event,Enterprise,28,False,True,Basic,28,532,6384,False,False,True,False,annual,True,9.0,11616.0,2.0,0.0,3.0,40.333333333333336,3.9875177304964544,0.0
A-cb5333,DevTools,US,ads,Pro,33,False,False,Pro,33,1617,19404,False,False,False,False,monthly,True,8.4,15968.0,2.0,0.0,4.0,30.75,3.7359574468085106,0.0
A-309e54,DevTools,US,other,Pro,15,False,False,Basic,15,285,3420,False,False,False,False,annual,True,10.6,16227.0,4.0,0.6896551724137931,5.0,23.8,3.785021276595745,0.0
A-6e7827,DevTools,US,other,Basic,1,False,False,Pro,17,833,9996,False,False,False,False,annual,True,9.875,26250.0,3.0,0.0,2.0,51.0,3.5,0.0
A-50bb9f,Cybersecurity,US,organic,Pro,2,False,False,Pro,54,2646,31752,False,False,False,False,annual,True,0.0,0.0,0.0,0.0,7.0,33.285714285714285,3.989300911854104,0.0
A-5fe118,Cybersecurity,US,other,Enterprise,39,False,False,Basic,39,0,0,True,False,False,False,monthly,True,10.166666666666666,16195.0,2.0,0.0,1.0,19.0,4.0,0.0
A-5247b3,FinTech,UK,partner,Pro,16,True,False,Basic,74,1406,16872,False,True,False,False,annual,True,9.0,6598.0,1.0,0.0,5.0,45.8,3.9925106382978726,0.0
A-f44180,Cybersecurity,UK,event,Pro,9,False,False,Basic,10,0,0,True,False,False,False,annual,False,9.714285714285714,19611.0,4.0,0.0,2.0,46.5,5.0,0.0
A-c16cf7,EdTech,US,event,Pro,13,True,False,Basic,35,665,7980,False,False,False,False,annual,True,8.0,13856.0,4.0,0.0,3.0,48.333333333333336,3.660425531914894,0.0
A-d42431,FinTech,FR,ads,Enterprise,22,True,False,Enterprise,22,4378,52536,False,False,False,False,annual,True,9.0,12798.0,1.0,0.0,4.0,24.25,3.9906382978723407,0.0
A-6965e1,DevTools,US,organic,Basic,13,False,False,Basic,13,247,2964,False,False,False,False,monthly,True,10.777777777777779,31175.0,0.0,0.0,3.0,39.0,3.654184397163121,0.0
A-0354fe,Cybersecurity,US,other,Basic,34,False,False,Enterprise,34,6766,81192,False,False,False,False,monthly,False,9.8,14484.0,1.0,0.0,4.0,20.0,3.9906382978723407,0.0
A-0a62f5,FinTech,UK,partner,Pro,16,False,False,Basic,25,475,5700,False,False,False,False,monthly,True,10.6,14594.0,2.0,0.0,2.0,33.5,3.981276595744681,0.0
A-f5641b,EdTech,US,other,Pro,31,False,False,Enterprise,45,8955,107460,False,False,False,False,monthly,True,8.75,14825.0,2.0,0.0,4.0,47.5,3.4906382978723407,1.0
A-b44e3e,Cybersecurity,UK,ads,Basic,40,False,False,Enterprise,40,7960,95520,False,False,False,True,annual,True,9.0,10664.0,2.0,0.0,3.0,40.0,4.333333333333333,0.0
A-3b37d9,FinTech,US,event,Enterprise,23,False,False,Enterprise,23,4577,54924,False,False,False,False,annual,True,10.88888888888889,28471.0,4.0,0.0,5.0,36.0,4.188765957446809,0.0
A-54d94a,Cybersecurity,IN,event,Basic,27,False,False,Basic,27,513,6156,False,False,False,False,annual,True,11.833333333333334,18135.0,3.0,0.935064935064935,4.0,53.75,3.7406382978723407,0.0
A-7f29a7,Cybersecurity,UK,event,Basic,41,True,False,Pro,41,2009,24108,False,False,False,False,monthly,True,9.777777777777779,13361.0,3.0,1.0206185567010309,1.0,24.0,4.0,0.0
A-089363,FinTech,AU,event,Basic,2,False,False,Enterprise,9,0,0,True,False,False,False,annual,True,4.0,2304.0,0.0,0.0,3.0,35.0,3.6666666666666665,0.0
A-524364,DevTools,FR,partner,Enterprise,3,False,False,Pro,11,539,6468,False,False,False,False,monthly,True,9.75,14151.0,4.0,0.0,3.0,47.666666666666664,4.333333333333333,0.0
A-855a48,EdTech,US,partner,Pro,14,True,False,Enterprise,60,11940,143280,False,False,False,False,annual,True,9.2,6403.0,0.0,0.0,5.0,39.6,3.7925106382978724,0.0
A-756192,FinTech,IN,other,Basic,19,False,False,Pro,38,1862,22344,False,False,False,False,annual,True,12.142857142857142,27496.0,7.0,0.0,3.0,37.333333333333336,3.993758865248227,0.0
A-49b828,FinTech,IN,ads,Pro,6,False,False,Enterprise,20,3980,47760,False,False,False,False,annual,True,12.333333333333334,8912.0,3.0,0.0,3.0,13.666666666666666,3.660425531914894,1.0
A-c7ffc2,Cybersecurity,US,partner,Pro,30,True,False,Basic,49,931,11172,False,False,False,False,monthly,False,10.75,15466.0,2.0,0.0,2.0,64.0,3.4906382978723407,0.0
A-751c58,FinTech,UK,organic,Basic,15,False,False,Basic,71,1349,16188,False,False,False,False,annual,True,9.0,10271.0,0.0,0.0,5.0,39.6,4.192510638297873,0.0
A-72799b,DevTools,FR,event,Enterprise,20,False,True,Pro,61,2989,35868,False,False,False,False,annual,True,8.0,13456.0,4.0,0.0,2.0,33.5,4.5,1.0
A-812c5b,DevTools,CA,organic,Basic,55,False,True,Pro,55,2695,32340,False,False,False,False,monthly,True,12.75,12001.0,3.0,0.0,4.0,27.0,3.9906382978723407,0.0
A-69b156,EdTech,US,other,Pro,7,False,True,Basic,8,152,1824,False,False,False,True,monthly,False,10.5,2968.0,0.0,0.8695652173913043,7.0,32.0,3.9919756838905776,0.0
A-075038,HealthTech,UK,ads,Basic,17,False,False,Basic,42,798,9576,False,False,False,False,monthly,True,9.6,14973.0,3.0,0.0,2.0,43.5,3.0,0.0
A-940b8b,HealthTech,DE,organic,Basic,1,False,False,Enterprise,7,0,0,True,False,False,False,annual,True,10.142857142857142,22828.0,7.0,0.0,3.0,41.333333333333336,3.993758865248227,0.0
A-2d1036,FinTech,US,ads,Pro,69,False,True,Pro,69,3381,40572,False,False,False,False,monthly,False,9.333333333333334,3420.0,4.0,0.0,5.0,37.8,4.6,1.0
A-0f6450,FinTech,US,other,Pro,28,True,True,Basic,28,532,6384,False,False,False,False,annual,True,11.0,15978.0,3.0,0.0,8.0,29.75,3.8703191489361704,1.0
A-9affe6,Cybersecurity,US,other,Pro,7,False,False,Pro,23,1127,13524,False,False,False,False,monthly,True,11.333333333333334,17944.0,1.0,1.2972972972972971,3.0,58.0,3.654184397163121,0.0
A-80eeb6,Cybersecurity,UK,organic,Enterprise,22,False,False,Enterprise,22,4378,52536,False,False,False,True,annual,True,11.5,6850.0,0.0,0.0,4.0,40.25,3.7453191489361704,1.0
A-d4e0d4,FinTech,US,other,Basic,117,False,False,Enterprise,117,23283,279396,False,True,False,False,annual,True,12.0,12953.0,2.0,0.0,4.0,39.25,3.9906382978723407,0.0
A-c7e58b,HealthTech,IN,other,Pro,3,False,False,Pro,16,0,0,True,False,False,False,monthly,True,12.0,14967.0,4.0,0.0,5.0,30.6,3.5962553191489364,0.0
A-016043,EdTech,CA,organic,Basic,4,True,False,Basic,26,494,5928,False,False,False,False,monthly,False,10.4,13499.0,5.0,0.0,3.0,30.333333333333332,3.9875177304964544,0.0
A-bbe56f,HealthTech,US,ads,Enterprise,21,False,False,Basic,22,418,5016,False,False,False,False,annual,True,9.857142857142858,12487.0,7.0,0.7368421052631579,4.0,26.25,3.9953191489361704,0.0
A-7c5768,HealthTech,UK,event,Enterprise,3,False,False,Enterprise,26,0,0,True,False,False,False,monthly,True,12.5,12484.0,2.0,0.0,5.0,28.8,3.9925106382978726,0.0
A-751bd4,Cybersecurity,UK,partner,Pro,10,False,False,Pro,35,0,0,True,False,False,False,annual,True,10.0,26599.0,0.0,0.9090909090909091,6.0,23.166666666666668,4.1604255319148935,1.0
A-4e0e85,DevTools,US,organic,Enterprise,6,False,False,Enterprise,39,0,0,True,True,False,False,annual,True,10.2,16717.0,1.0,0.0,2.0,53.0,4.490638297872341,0.0
A-ad3abd,FinTech,US,event,Pro,44,False,False,Pro,44,2156,25872,False,False,False,False,monthly,True,10.0,22852.0,4.0,0.0,3.0,13.0,3.3270921985815605,0.0
A-e19ff6,Cybersecurity,UK,partner,Enterprise,1,False,False,Pro,26,1274,15288,False,False,False,False,monthly,False,10.0,8759.0,3.0,0.0,3.0,30.666666666666668,4.666666666666667,0.0
A-7920cc,Cybersecurity,FR,ads,Pro,39,False,False,Enterprise,69,13731,164772,False,False,False,False,annual,True,10.285714285714286,21030.0,4.0,0.0,7.0,32.857142857142854,4.132158054711247,0.0
A-5a92e7,HealthTech,US,ads,Pro,4,False,False,Pro,9,0,0,True,False,False,False,monthly,True,10.5,17256.0,0.0,0.0,7.0,45.0,4.280364741641337,0.0
A-fdfc91,Cybersecurity,US,ads,Basic,29,False,False,Basic,111,2109,25308,False,False,False,False,monthly,True,8.333333333333334,8981.0,0.0,0.0,5.0,28.8,3.7925106382978724,0.0
A-1e50e0,Cybersecurity,DE,other,Pro,19,True,True,Enterprise,19,3781,45372,False,False,False,False,annual,True,11.6,27542.0,0.0,0.0,2.0,20.5,4.490638297872341,1.0
A-1e1b80,FinTech,CA,other,Enterprise,50,False,False,Basic,50,950,11400,False,True,False,False,annual,True,8.857142857142858,22758.0,3.0,0.0,6.0,43.0,3.3302127659574468,0.0
A-659280,FinTech,IN,event,Enterprise,13,True,True,Basic,17,0,0,True,False,False,False,annual,False,11.5,26532.0,5.0,0.72,4.0,8.0,4.24531914893617,0.0
A-f6b2fb,DevTools,AU,event,Basic,23,False,False,Basic,23,437,5244,False,False,False,False,monthly,False,9.2,24323.0,5.0,0.0,5.0,55.0,3.9925106382978726,1.0
A-cb6cc6,DevTools,US,ads,Basic,13,True,False,Pro,25,1225,14700,False,False,False,False,monthly,True,10.0,14214.0,4.0,0.0,3.0,16.333333333333332,3.660425531914894,0.0
A-d62e02,Cybersecurity,US,partner,Pro,6,False,False,Enterprise,6,1194,14328,False,False,False,False,monthly,False,11.0,16787.0,5.0,0.0,1.0,36.0,4.0,0.0
A-d535f6,DevTools,US,organic,Basic,12,True,True,Enterprise,12,0,0,True,False,True,False,monthly,True,9.428571428571429,23834.0,1.0,0.863013698630137,0.0,35.861,3.981276595744681,0.0
A-39868b,FinTech,AU,partner,Pro,9,False,False,Basic,17,0,0,True,False,False,False,annual,False,12.5,34940.0,0.0,0.8148148148148148,6.0,39.0,4.1604255319148935,0.0
A-3cc791,EdTech,US,other,Enterprise,6,False,False,Pro,36,1764,21168,False,False,False,False,monthly,True,9.875,26846.0,4.0,0.0,6.0,48.333333333333336,4.1604255319148935,1.0
A-337bc1,Cybersecurity,US,organic,Pro,30,True,False,Pro,30,0,0,True,False,True,False,annual,True,10.88888888888889,23458.0,7.0,0.0,4.0,32.5,3.9953191489361704,1.0
A-58b9ff,DevTools,IN,partner,Enterprise,2,False,False,Pro,33,1617,19404,False,False,False,False,monthly,True,11.0,22764.0,4.0,1.0,2.0,66.0,3.9906382978723407,1.0
A-bf7919,HealthTech,US,organic,Pro,3,False,False,Enterprise,11,0,0,True,False,False,False,annual,False,8.166666666666666,9800.0,3.0,0.0,2.0,14.5,4.490638297872341,0.0
A-1d5444,Cybersecurity,US,partner,Basic,24,False,True,Basic,24,0,0,True,True,False,False,annual,False,11.5,4467.0,0.0,0.0,2.0,30.0,3.9906382978723407,0.0
A-0f3e88,HealthTech,US,other,Basic,7,False,True,Pro,7,343,4116,False,False,False,True,monthly,False,10.333333333333334,26137.0,2.0,0.0,3.0,48.0,4.3270921985815605,0.0
A-7641d3,EdTech,US,partner,Pro,8,True,True,Basic,10,190,2280,False,False,False,False,annual,True,12.75,17597.0,5.0,0.0,5.0,45.2,4.192510638297873,2.0
A-cd458b,DevTools,US,other,Basic,10,True,False,Enterprise,10,1990,23880,False,False,True,False,monthly,True,10.333333333333334,28669.0,4.0,0.0,5.0,38.4,4.6,0.0
A-c16b88,HealthTech,US,event,Enterprise,23,False,False,Enterprise,23,4577,54924,False,False,False,False,annual,False,10.5,17040.0,5.0,0.0,3.0,48.333333333333336,3.654184397163121,0.0
A-59f724,HealthTech,US,other,Enterprise,3,True,False,Basic,18,342,4104,False,False,False,False,monthly,True,9.2,22705.0,5.0,0.0,4.0,19.25,4.25,0.0
A-87aa7b,HealthTech,US,organic,Pro,24,True,False,Pro,51,2499,29988,False,True,False,False,monthly,True,11.166666666666666,15480.0,0.0,0.0,3.0,27.333333333333332,3.981276595744681,1.0
A-1e6fc3,EdTech,FR,other,Pro,1,False,False,Enterprise,1,199,2388,False,False,False,False,annual,True,7.142857142857143,17981.0,1.0,0.0,5.0,23.8,3.7925106382978724,0.0
A-39ddf4,EdTech,US,partner,Enterprise,40,False,False,Enterprise,40,7960,95520,False,False,False,False,monthly,True,10.5,11065.0,5.0,0.0,5.0,23.0,4.1962553191489365,0.0
A-34ea2f,HealthTech,US,organic,Enterprise,8,False,True,Enterprise,16,3184,38208,False,False,False,False,annual,False,10.2,13192.0,1.0,0.0,8.0,35.25,3.8679787234042555,0.0
A-716841,FinTech,US,other,Pro,45,False,False,Enterprise,45,8955,107460,False,False,False,False,monthly,True,5.0,2690.0,0.0,0.8333333333333334,5.0,29.8,3.9925106382978726,0.0
